filename,group_id,has_transformations,group_size,transform_type,verification_method
e3fc6015e2064d91_0c4c7140_1059_4e3a_a6e2_15c4bdd46743_com_g_tgs_fl_8142.jpg,fl_8142,YES,5,identity,pattern_confirmed
ec4f3e9cb8756c76_0c4c7140_1059_4e3a_a6e2_15c4bdd46743_com_g_tgs_fl_8142_fliptb.jpg,fl_8142,YES,5,flip_vertical,pattern_confirmed
58b6bec9d1f94210_0c4c7140_1059_4e3a_a6e2_15c4bdd46743_com_g_tgs_fl_8142_newpixel25.jpg,fl_8142,YES,5,pixel_transform,pattern_confirmed
579532ae9d76bbd9_0c4c7140_1059_4e3a_a6e2_15c4bdd46743_com_g_tgs_fl_8142_180deg.jpg,fl_8142,YES,5,rotate_180,pattern_confirmed
d5e768adbe859cb9_0c4c7140_1059_4e3a_a6e2_15c4bdd46743_com_g_tgs_fl_8142_new30degfliplr.jpg,fl_8142,YES,5,rotate_30_flip_horizontal,pattern_confirmed
32d16edd1f90c7cb_1cf38c9a_f005_455f_9101_a04239ccb9a4_com_g_tgs_fl_0749.jpg,fl_0749,YES,5,identity,pattern_confirmed
404ca0108a85c298_1cf38c9a_f005_455f_9101_a04239ccb9a4_com_g_tgs_fl_0749_newpixel25.jpg,fl_0749,YES,5,pixel_transform,pattern_confirmed
d3425532115fd44d_1cf38c9a_f005_455f_9101_a04239ccb9a4_com_g_tgs_fl_0749_new30degfliplr.jpg,fl_0749,YES,5,rotate_30_flip_horizontal,pattern_confirmed
b7a3df4a7c2e9664_1cf38c9a_f005_455f_9101_a04239ccb9a4_com_g_tgs_fl_0749_180deg.jpg,fl_0749,YES,5,rotate_180,pattern_confirmed
43baa7daca0ffc92_1cf38c9a_f005_455f_9101_a04239ccb9a4_com_g_tgs_fl_0749_fliptb.jpg,fl_0749,YES,5,flip_vertical,pattern_confirmed
f6095a39ffaf08fc_1fef7bcc_bdc0_45dc_a8e6_1c9ee855a675_com_g_tgs_fl_9950.jpg,fl_9950,YES,5,identity,pattern_confirmed
7785414bfe24493a_1fef7bcc_bdc0_45dc_a8e6_1c9ee855a675_com_g_tgs_fl_9950_newpixel25.jpg,fl_9950,YES,5,pixel_transform,pattern_confirmed
13506a9593410642_1fef7bcc_bdc0_45dc_a8e6_1c9ee855a675_com_g_tgs_fl_9950_180deg.jpg,fl_9950,YES,5,rotate_180,pattern_confirmed
445cfe80a722b98b_1fef7bcc_bdc0_45dc_a8e6_1c9ee855a675_com_g_tgs_fl_9950_new30degfliplr.jpg,fl_9950,YES,5,rotate_30_flip_horizontal,pattern_confirmed
86b14f4801cdfbfd_1fef7bcc_bdc0_45dc_a8e6_1c9ee855a675_com_g_tgs_fl_9950_fliptb.jpg,fl_9950,YES,5,flip_vertical,pattern_confirmed
15dc04fdc4752c9b_1bc7877c_d674_4242_bc37_a77b5e7d7dc6_com_g_tgs_fl_8263.jpg,fl_8263,YES,5,identity,pattern_confirmed
1d02f1b8d9294557_1bc7877c_d674_4242_bc37_a77b5e7d7dc6_com_g_tgs_fl_8263_fliptb.jpg,fl_8263,YES,5,flip_vertical,pattern_confirmed
d5dcad70cfdaca65_1bc7877c_d674_4242_bc37_a77b5e7d7dc6_com_g_tgs_fl_8263_newpixel25.jpg,fl_8263,YES,5,pixel_transform,pattern_confirmed
95a13819bb8a640f_1bc7877c_d674_4242_bc37_a77b5e7d7dc6_com_g_tgs_fl_8263_180deg.jpg,fl_8263,YES,5,rotate_180,pattern_confirmed
