filename,has_transformations,group_id,is_base_file,method
ee867b6846351c41_1342017_162221_44540_jpg_rf_23a1b554f636deded60ceaccf67b9c4d.jpg,NO,162221_44540,True,pattern_analysis
d71d3f761eb4a11c_1342017_162221_44540_jpg_rf_fe408cb959432a34c574c5cb9e2f2c4f.jpg,YES,162221_44540,False,pattern_analysis
b2cd0125b6359f2b_1342017_162221_44540_jpg_rf_a21bae46567346f7e3d04cdacbe566e2.jpg,YES,162221_44540,False,pattern_analysis
acdabd0aaf5f70b8_8226402877_9abf151b5b_b_jpg_rf_a2dff27e03c5ab47916df5d873c1590f.jpg,NO,8226402877_9abf151b5b_b,True,pattern_analysis
a15b241cab3b8e7a_8226402877_9abf151b5b_b_jpg_rf_c1c1f52d04839979fc980bd20ed70605.jpg,YES,8226402877_9abf151b5b_b,False,pattern_analysis
b2e263a909735001_8226402877_9abf151b5b_b_jpg_rf_3418a6df57d7721b34b95e09e3c95ee3.jpg,YES,8226402877_9abf151b5b_b,False,pattern_analysis
bb08cab9cf003f94_tylcvdferrinlr_jpg_rf_ec4fe967510813448703b64facfb2fdf.jpg,NO,tylcvdferrinlr,True,pattern_analysis
9d6837425b4d48a4_tylcvdferrinlr_jpg_rf_13e472949b48bcc0bc12224b19183af0.jpg,YES,tylcvdferrinlr,False,pattern_analysis
acacffce600cd441_tylcvdferrinlr_jpg_rf_2c6f8d1d1f0ac48b9434666dfcda391a.jpg,YES,tylcvdferrinlr,False,pattern_analysis
fa8a5a8145eb2dfe_8_virus_damaged_foliage_at_top_versus_healthy_non_infected_bottom_foliage_jpg_rf_f9f5c2c295778b7bd504ec527d4d83a5.jpg,NO,bottom_foliage,True,pattern_analysis
3c7dd8f117ecc2ac_8_virus_damaged_foliage_at_top_versus_healthy_non_infected_bottom_foliage_jpg_rf_f06b2fe7cc0665bc7189101c78d7e62e.jpg,YES,bottom_foliage,False,pattern_analysis
6895cdb403875c73_8_virus_damaged_foliage_at_top_versus_healthy_non_infected_bottom_foliage_jpg_rf_1ce584d2dd71f773e087a275133ee96a.jpg,YES,bottom_foliage,False,pattern_analysis
5623968415ea9512_dscn1652cropped_jpg_rf_62bbe32dbf5c662ccca7326479a76832.jpg,NO,dscn1652cropped,True,pattern_analysis
e27d62d1b4fc6196_dscn1652cropped_jpg_rf_021a01520005bd3970d73cb41737d171.jpg,YES,dscn1652cropped,False,pattern_analysis
29ea25d80c753397_dscn1652cropped_jpg_rf_646c0e7bb0ede930ffd68c771a9cf583.jpg,YES,dscn1652cropped,False,pattern_analysis
1920bc30e54a59cb_tomato_plant_virus_tomato_yellow_leaf_curl_virus_tomato_plant_disease_mosaic_virus_jpg_rf_e4c7a60e3ae863be3b96c6771bd8b893.jpg,NO,mosaic_virus,True,pattern_analysis
9c2cdcae82b17dfd_tomato_plant_virus_tomato_yellow_leaf_curl_virus_tomato_plant_disease_mosaic_virus_jpg_rf_613deb3bab7f29a94579e11b1ec8ade8.jpg,YES,mosaic_virus,False,pattern_analysis
943fc95e8f3b6de2_tomato_plant_virus_tomato_yellow_leaf_curl_virus_tomato_plant_disease_mosaic_virus_jpg_rf_d12c1cbd2a4a8c2cc5c9dd84ccdcd8c2.jpg,YES,mosaic_virus,False,pattern_analysis
aa9a98c365d1136c_tylcv1_jpg_rf_c8539dae0c7e3da2ac3e536fe518dfca.jpg,NO,tylcv1,True,pattern_analysis
4371ca46302bc35c_tylcv1_jpg_rf_e44cde1c1f684c37d5b93fefe73bf889.jpg,YES,tylcv1,False,pattern_analysis
dbe0147e3d0380c5_tylcv1_jpg_rf_544dacb5c6a3500c7d3bea73d985b2f6.jpg,YES,tylcv1,False,pattern_analysis
e898b7ddbae6a051_534ddf3a932e62dd929a3ac1b29bfa29_jpg_rf_643de88a88a3fa4ffb64eabf80963269.jpg,NO,534ddf3a932e62dd929a3ac1b29bfa29_jpg_rf,True,pattern_analysis
09995e09490187b1_534ddf3a932e62dd929a3ac1b29bfa29_jpg_rf_89d6488de3616165a4f211ffc48fe0c3.jpg,YES,534ddf3a932e62dd929a3ac1b29bfa29_jpg_rf,False,pattern_analysis
e4a824a7cc85bb24_534ddf3a932e62dd929a3ac1b29bfa29_jpg_rf_8f587ec1873456dc3184fe45d24204b5.jpg,YES,534ddf3a932e62dd929a3ac1b29bfa29_jpg_rf,False,pattern_analysis
01108dd9e289b37d_dsc01999_jpg_jpg_rf_33714f648786538c2dc230488bc918f8.jpg,NO,dsc01999_jpg,True,pattern_analysis
e6d641af21f611ff_dsc01999_jpg_jpg_rf_700fa6596ab8750ad0f1c47a0defe191.jpg,YES,dsc01999_jpg,False,pattern_analysis
68b73ef592cf743c_dsc01999_jpg_jpg_rf_3073ebb22ef375cf3beceb8ebac64c7a.jpg,YES,dsc01999_jpg,False,pattern_analysis
ad42cae4193f2179_illustration_thematique_urbino_fig5_plante_20tylcv_jpg_rf_4faf19711bc7f057ca277a460b3eb713.jpg,NO,plante_20tylcv,True,pattern_analysis
83584504521cbe3c_illustration_thematique_urbino_fig5_plante_20tylcv_jpg_rf_f74b5ea7e7687100142d1a0bea0a7092.jpg,YES,plante_20tylcv,False,pattern_analysis
50476d3888a76a8f_illustration_thematique_urbino_fig5_plante_20tylcv_jpg_rf_16282641cad4fc89b26543c74e50fa28.jpg,YES,plante_20tylcv,False,pattern_analysis
531a95ccf6df5e9f_tlcv_tomato_leaf_curl_virus_symptoms_on_a_glasshouse_tomato_plant_bmyh62_jpg_rf_b34ee7b42b45c0d8b78e207f21b0f9f8.jpg,NO,plant_bmyh62,True,pattern_analysis
89e469b8a31e32d9_tlcv_tomato_leaf_curl_virus_symptoms_on_a_glasshouse_tomato_plant_bmyh62_jpg_rf_233e6bf872b641ee080e443c159250c5.jpg,YES,plant_bmyh62,False,pattern_analysis
6af564508b25e6a0_tlcv_tomato_leaf_curl_virus_symptoms_on_a_glasshouse_tomato_plant_bmyh62_jpg_rf_912f34e93406d8787d30039bea78700b.jpg,YES,plant_bmyh62,False,pattern_analysis
a67a1f1f8d898e91_tomato_yellow_leaf_curl_disease_260nw_1006958086_jpg_rf_0e9fbc1cbfcc3895548fee2f9edd2872.jpg,NO,disease_260nw,True,single_file
bef437dfd960e73e_28619919393_7ef44acccc_b_jpg_rf_ce90c9d585067f2e967228ebf84ad0e6.jpg,NO,28619919393_7ef44acccc_b,True,pattern_analysis
279af83314af7728_28619919393_7ef44acccc_b_jpg_rf_50faca4453c975a3987faf969157be18.jpg,YES,28619919393_7ef44acccc_b,False,pattern_analysis
7e59730f82e1e15d_28619919393_7ef44acccc_b_jpg_rf_7c631854af9f8ec0ad21cfda82759016.jpg,YES,28619919393_7ef44acccc_b,False,pattern_analysis
c37870d49e80282f_18071_img_jpg_rf_f7921850584a2b43745f059b244275f5.jpg,NO,18071_img,True,pattern_analysis
