filename,group_id,has_transformations,group_size,transform_type,verification_method
4ed85752a1c1751a_3ea5eb53_bde0_44f1_8aac_d6457e5b0b73_rs_hl_0427_180deg.jpg,healthy_rs_0427,YES,4,rotate_180,pattern_confirmed
a1ea4aa958f1a10a_3ea5eb53_bde0_44f1_8aac_d6457e5b0b73_rs_hl_0427_fliptb.jpg,healthy_rs_0427,YES,4,flip_vertical,pattern_confirmed
4d522e22843d53cb_3ea5eb53_bde0_44f1_8aac_d6457e5b0b73_rs_hl_0427_newpixel25.jpg,healthy_rs_0427,YES,4,pixel_transform,pattern_confirmed
5e6f11dc4140b98c_3ea5eb53_bde0_44f1_8aac_d6457e5b0b73_rs_hl_0427_new30degfliplr.jpg,healthy_rs_0427,YES,4,rotate_30_flip_horizontal,pattern_confirmed
fb4f21fd1fcf3506_2c741e7d_d03b_4903_8e42_1e43f5ad7286_rs_hl_0131_180deg.jpg,healthy_rs_0131,YES,4,rotate_180,pattern_confirmed
ce5c97662bf39fd9_2c741e7d_d03b_4903_8e42_1e43f5ad7286_rs_hl_0131_new30degfliplr.jpg,healthy_rs_0131,YES,4,rotate_30_flip_horizontal,pattern_confirmed
34f314c98fec1be8_2c741e7d_d03b_4903_8e42_1e43f5ad7286_rs_hl_0131_newpixel25.jpg,healthy_rs_0131,YES,4,pixel_transform,pattern_confirmed
b759dc53842baa71_2c741e7d_d03b_4903_8e42_1e43f5ad7286_rs_hl_0131_fliptb.jpg,healthy_rs_0131,YES,4,flip_vertical,pattern_confirmed
44f6a5650615ed92_hl_269.jpg,healthy_leaf_269,YES,3,identity,pattern_confirmed
8e4996d75eae9adb_81382c17_1a00_4597_87e4_2e674d38d6d2_gh_hl_leaf_269_1.jpg,healthy_leaf_269,YES,3,identity,pattern_confirmed
492484341408de17_50c710e2_ad13_4b3a_a829_65d51ead21ff_gh_hl_leaf_269.jpg,healthy_leaf_269,YES,3,identity,pattern_confirmed
fab1d82312819d94_h75.jpg,h75,YES,8,identity,pattern_confirmed
2c721e501157e288_h75_hight.jpg,h75,YES,8,brightness_high,pattern_confirmed
610b4f548a758c9f_h75_change_180.jpg,h75,YES,8,rotate_180,pattern_confirmed
b38b23aee260170f_h75_lower.jpg,h75,YES,8,brightness_low,pattern_confirmed
14cd1530ee672062_h75_mirror_vertical.jpg,h75,YES,8,mirror_vertical,pattern_confirmed
98717c58b2f827de_h75_change_270.jpg,h75,YES,8,rotate_270,pattern_confirmed
dd6c05893d03a0ab_h75_mirror.jpg,h75,YES,8,mirror_horizontal,pattern_confirmed
f2d6b9afa647638a_h75_change_90.jpg,h75,YES,8,rotate_90,pattern_confirmed
cfee0ac7210bcf28_3c435a41_903c_4517_b79e_c01724be03a1_rs_hl_0422_fliptb.jpg,healthy_rs_0422,YES,4,flip_vertical,pattern_confirmed
a4eb371afd495540_3c435a41_903c_4517_b79e_c01724be03a1_rs_hl_0422_180deg.jpg,healthy_rs_0422,YES,4,rotate_180,pattern_confirmed
eec8d3b95733578c_3c435a41_903c_4517_b79e_c01724be03a1_rs_hl_0422_newpixel25.jpg,healthy_rs_0422,YES,4,pixel_transform,pattern_confirmed
87c3526832453caa_3c435a41_903c_4517_b79e_c01724be03a1_rs_hl_0422_new30degfliplr.jpg,healthy_rs_0422,YES,4,rotate_30_flip_horizontal,pattern_confirmed
bb5260d08e82dfe8_h78.jpg,h78,YES,8,identity,pattern_confirmed
95df313f0a185a2a_h78_hight.jpg,h78,YES,8,brightness_high,pattern_confirmed
57931d7ce4e209c6_h78_mirror.jpg,h78,YES,8,mirror_horizontal,pattern_confirmed
b0a6b5e7e2b79288_h78_change_90.jpg,h78,YES,8,rotate_90,pattern_confirmed
479b27833e9cc4ed_h78_lower.jpg,h78,YES,8,brightness_low,pattern_confirmed
ca6f44d4f14314be_h78_change_270.jpg,h78,YES,8,rotate_270,pattern_confirmed
e6c4377dff104b88_h78_change_180.jpg,h78,YES,8,rotate_180,pattern_confirmed
203201fe2149e376_h78_mirror_vertical.jpg,h78,YES,8,mirror_vertical,pattern_confirmed
96a08e5535e0f518_4c70f748_028a_49d2_92b6_3bf77d33bb9e_rs_hl_9786_fliptb.jpg,healthy_rs_9786,YES,4,flip_vertical,pattern_confirmed
a241a4968851700a_4c70f748_028a_49d2_92b6_3bf77d33bb9e_rs_hl_9786_180deg.jpg,healthy_rs_9786,YES,4,rotate_180,pattern_confirmed
ed18b49f99634147_4c70f748_028a_49d2_92b6_3bf77d33bb9e_rs_hl_9786_newpixel25.jpg,healthy_rs_9786,YES,4,pixel_transform,pattern_confirmed
8041ddbf348575e0_4c70f748_028a_49d2_92b6_3bf77d33bb9e_rs_hl_9786_new30degfliplr.jpg,healthy_rs_9786,YES,4,rotate_30_flip_horizontal,pattern_confirmed
4c0affb168541326_1688_jpg_rf_3d6fd6bf878abb6eb8a9f88a15feb8a9.jpg,jpg_rf,YES,108,identity,pattern_confirmed
bcaf5194008ce4ec_tomato_leaf_jpg_rf_4af04c5aeacd9bfd3d72b3a5f44428ec.jpg,jpg_rf,YES,108,identity,pattern_confirmed
b20cb631469d6799_mortgage_lifter_yellow_leaves_2_jpg_rf_fcf67297cd111716f0d2ff477f6440c1.jpg,jpg_rf,YES,108,identity,pattern_confirmed
b6b5545d2f0f2863_img_1028_jpg_rf_4000c7cd1d701eb7c31cadd918a84641.jpg,jpg_rf,YES,108,identity,pattern_confirmed
cc21c6ef162b591e_2013_08_20_06_jpg_rf_a63c68b324ce7b0bd7f6a9097442e26f.jpg,jpg_rf,YES,108,identity,pattern_confirmed
1048ca2016959028_100_8283_jpg_rf_d9f8b1df78bf13a702de14ebfc4999d4.jpg,jpg_rf,YES,108,identity,pattern_confirmed
185dec1568961a71_fpls_08_01602_g001_jpg_rf_035b3641c90ba23f49161021378ab5f2.jpg,jpg_rf,YES,108,identity,pattern_confirmed
52f15aa1aa88f565_17371378_tomato_leaf_jpg_rf_e6202e8f14f68cb1a6c79276fe8a1356.jpg,jpg_rf,YES,108,identity,pattern_confirmed
1553bc5cd88f0b25_depositphotos_143371585_stock_photo_tomato_leaf_closeup_isolated_on_jpg_rf_1979c3f5f8b5202d174d1f53153c5d0a.jpg,jpg_rf,YES,108,identity,pattern_confirmed
f4cf335fd253a870_tomato_leaves_9025906_jpg_rf_c1744bc0b1091cd87665ebce6b987d33.jpg,jpg_rf,YES,108,identity,pattern_confirmed
84260082521e1ca7_20140818_tomato_sauce_vicky_wasik_1_jpg_rf_d3d9b4a0642e72ba76b40dbdfff8b9f7.jpg,jpg_rf,YES,108,identity,pattern_confirmed
