filename,group_id,has_transformations,group_size,transform_type,verification_method
8769c747853c775a_bs101.jpg,bs101,YES,8,identity,pattern_confirmed
c52dc7a743c91fb4_bs101_hight.jpg,bs101,YES,8,brightness_high,pattern_confirmed
cd220852af21a795_bs101_change_90.jpg,bs101,YES,8,rotate_90,pattern_confirmed
327e4122932a8c98_bs101_change_270.jpg,bs101,YES,8,rotate_270,pattern_confirmed
50b3b2f21c23771f_bs101_mirror_vertical.jpg,bs101,YES,8,mirror_vertical,pattern_confirmed
36c7f31bce7a45df_bs101_lower.jpg,bs101,YES,8,brightness_low,pattern_confirmed
d10e8c77107a123a_bs101_mirror.jpg,bs101,YES,8,mirror_horizontal,pattern_confirmed
fc192dfdba748a5f_bs101_change_180.jpg,bs101,YES,8,rotate_180,pattern_confirmed
742c09929244b93f_bs21.jpg,bs21,YES,8,identity,pattern_confirmed
99430e9bd66b350d_bs21_mirror.jpg,bs21,YES,8,mirror_horizontal,pattern_confirmed
a9273ec54e33c100_bs21_change_270.jpg,bs21,YES,8,rotate_270,pattern_confirmed
7fb1c68b16a1e259_bs21_change_180.jpg,bs21,YES,8,rotate_180,pattern_confirmed
6bdbdfbdd26ba24a_bs21_hight.jpg,bs21,YES,8,brightness_high,pattern_confirmed
ea10c55bee01e881_bs21_change_90.jpg,bs21,YES,8,rotate_90,pattern_confirmed
17971bea16c0be8c_bs21_lower.jpg,bs21,YES,8,brightness_low,pattern_confirmed
8e24c8fb9c9a3531_bs21_mirror_vertical.jpg,bs21,YES,8,mirror_vertical,pattern_confirmed
cfcdd8a9a004065b_bs108.jpg,bs108,YES,8,identity,pattern_confirmed
e1ada56591187c75_bs108_change_270.jpg,bs108,YES,8,rotate_270,pattern_confirmed
4d20f341aa5ffedf_bs108_lower.jpg,bs108,YES,8,brightness_low,pattern_confirmed
acdec893732c4c7b_bs108_change_90.jpg,bs108,YES,8,rotate_90,pattern_confirmed
f483d89c8631c7f2_bs108_change_180.jpg,bs108,YES,8,rotate_180,pattern_confirmed
8850b3af81cd9b67_bs108_hight.jpg,bs108,YES,8,brightness_high,pattern_confirmed
cb45ee74be9c1545_bs108_mirror_vertical.jpg,bs108,YES,8,mirror_vertical,pattern_confirmed
e586101c0b8e5d9e_bs108_mirror.jpg,bs108,YES,8,mirror_horizontal,pattern_confirmed
c8c1493e0e715668_bs41.jpg,bs41,YES,8,identity,pattern_confirmed
5a4686be460aae64_bs41_mirror_vertical.jpg,bs41,YES,8,mirror_vertical,pattern_confirmed
41818dc1fce0cfca_bs41_mirror.jpg,bs41,YES,8,mirror_horizontal,pattern_confirmed
1d2d4ff95530d5cc_bs41_change_180.jpg,bs41,YES,8,rotate_180,pattern_confirmed
a1907c2e6b3d8e65_bs41_change_270.jpg,bs41,YES,8,rotate_270,pattern_confirmed
587916ac8f5971ee_bs41_change_90.jpg,bs41,YES,8,rotate_90,pattern_confirmed
c029e2dfa42b6d71_bs41_hight.jpg,bs41,YES,8,brightness_high,pattern_confirmed
7d215ad74cf1d5e3_bs41_lower.jpg,bs41,YES,8,brightness_low,pattern_confirmed
e4e5ac797d884c66_bs87.jpg,bs87,YES,8,identity,pattern_confirmed
704e70dea1567241_bs87_change_90.jpg,bs87,YES,8,rotate_90,pattern_confirmed
81fbf9f0c99c3d0a_bs87_mirror_vertical.jpg,bs87,YES,8,mirror_vertical,pattern_confirmed
b4739666d0884e21_bs87_lower.jpg,bs87,YES,8,brightness_low,pattern_confirmed
ef35a4f910c2a8f6_bs87_change_180.jpg,bs87,YES,8,rotate_180,pattern_confirmed
f3debded4998e41b_bs87_mirror.jpg,bs87,YES,8,mirror_horizontal,pattern_confirmed
450871a37ca3df09_bs87_hight.jpg,bs87,YES,8,brightness_high,pattern_confirmed
28972bcd4561e92d_bs87_change_270.jpg,bs87,YES,8,rotate_270,pattern_confirmed
6056aea7bf11bfc0_bs37.jpg,bs37,YES,8,identity,pattern_confirmed
c95f6902847487f3_bs37_hight.jpg,bs37,YES,8,brightness_high,pattern_confirmed
4ab10773adfd65ed_bs37_change_270.jpg,bs37,YES,8,rotate_270,pattern_confirmed
73eb4e7acb1157a4_bs37_change_180.jpg,bs37,YES,8,rotate_180,pattern_confirmed
eed8dad0c05f31df_bs37_mirror.jpg,bs37,YES,8,mirror_horizontal,pattern_confirmed
f9a8b68f19ae4a13_bs37_lower.jpg,bs37,YES,8,brightness_low,pattern_confirmed
a5046114684cc820_bs37_change_90.jpg,bs37,YES,8,rotate_90,pattern_confirmed
357fcacdad86ecc3_bs37_mirror_vertical.jpg,bs37,YES,8,mirror_vertical,pattern_confirmed
