filename,has_transformations,group_id,is_base_file,method
cdf29589595d4ac8_705249ab_9023_4025_8f6c_9ed74b1b69d9_crnl_l_mold_7014_fliptb.jpg,YES,mold_7014,False,pattern_analysis
71d5776cedc07021_705249ab_9023_4025_8f6c_9ed74b1b69d9_crnl_l_mold_7014_180deg.jpg,YES,mold_7014,False,pattern_analysis
b99753e2c1c28074_705249ab_9023_4025_8f6c_9ed74b1b69d9_crnl_l_mold_7014.jpg,NO,mold_7014,True,pattern_analysis
14022a6270ab2ce8_blm44_change_180.jpg,YES,blm44,False,pattern_analysis
eef62ba61c348b75_blm44_lower.jpg,YES,blm44,False,pattern_analysis
c61bd56b0a494138_blm44_change_270.jpg,YES,blm44,False,pattern_analysis
271401a18f435280_blm44.jpg,NO,blm44,True,pattern_analysis
e71f0c0505ce7c18_blm44_mirror.jpg,YES,blm44,False,pattern_analysis
97e93f313f0ca124_blm44_hight.jpg,YES,blm44,False,pattern_analysis
3d5b6eac091b70f6_blm44_mirror_vertical.jpg,YES,blm44,False,pattern_analysis
e575e38d5667afa1_blm44_change_90.jpg,YES,blm44,False,pattern_analysis
26a9b6d3431c5bd7_c3b836a9_0621_4979_a4a0_b57b9488cbeb_crnl_l_mold_8846_180deg.jpg,YES,mold_8846,False,pattern_analysis
e2ffb0cbdf2d52dd_c3b836a9_0621_4979_a4a0_b57b9488cbeb_crnl_l_mold_8846.jpg,NO,mold_8846,True,pattern_analysis
205d9fb50c028160_c3b836a9_0621_4979_a4a0_b57b9488cbeb_crnl_l_mold_8846_fliptb.jpg,YES,mold_8846,False,pattern_analysis
68024c2d2bf41b95_a1e5590d_aadc_42f9_9bb1_f7cb8df10e0a_crnl_l_mold_8781.jpg,NO,mold_8781,True,pattern_analysis
61c92b90eadf2983_a1e5590d_aadc_42f9_9bb1_f7cb8df10e0a_crnl_l_mold_8781_180deg.jpg,YES,mold_8781,False,pattern_analysis
6b06dc2390fbbc30_a1e5590d_aadc_42f9_9bb1_f7cb8df10e0a_crnl_l_mold_8781_fliptb.jpg,YES,mold_8781,False,pattern_analysis
3973f3a5bf666498_leaf_mold_tomato7x1200_jpg_rf_47e9313c0147f578b0887977cd023cba.jpg,NO,mold_tomato7x1200,True,pattern_analysis
eaa558918c7be642_leaf_mold_tomato7x1200_jpg_rf_406ff427b5d2cc532d3a89d6cb1b3d6f.jpg,YES,mold_tomato7x1200,False,pattern_analysis
de519d42281c3a24_leaf_mold_tomato7x1200_jpg_rf_fa9cb7dbcfb2d100a962ee865b8cf4da.jpg,YES,mold_tomato7x1200,False,pattern_analysis
d70333b57a0f1b3d_039183dc_a260_49fa_b28a_0c8f11614896_crnl_l_mold_6720_180deg.jpg,YES,mold_6720,False,pattern_analysis
683dc1ce44956c42_039183dc_a260_49fa_b28a_0c8f11614896_crnl_l_mold_6720.jpg,NO,mold_6720,True,pattern_analysis
e43d94860879da3d_039183dc_a260_49fa_b28a_0c8f11614896_crnl_l_mold_6720_fliptb.jpg,YES,mold_6720,False,pattern_analysis
f7c52bb571179035_blm37_change_90.jpg,YES,blm37,False,pattern_analysis
d558cfc00335d931_blm37_change_270.jpg,YES,blm37,False,pattern_analysis
49ab7a55b05d4834_blm37_mirror_vertical.jpg,YES,blm37,False,pattern_analysis
69a4dbeb72f6d7ff_blm37_lower.jpg,NO,blm37,True,pattern_analysis
a70837956f070492_blm37_mirror.jpg,YES,blm37,False,pattern_analysis
